source_city,destination_city,transport_mode,distance_km,shipment_weight_kg,traffic_level,weather_condition,departure_hour,day_of_week,month,transfer_count,historical_delay_rate,actual_delivery_hours
Pune,Delhi,ROAD,1173.0,205.3,LOW,SNOW,19,2,2,0,0.0308,29.47
Ahmedabad,Bhopal,RAIL,495.7,228.6,MEDIUM,RAIN,6,1,11,1,0.0386,9.84
Ahmedabad,Chennai,RAIL,1371.8,1345.8,MEDIUM,RAIN,10,5,6,1,0.1317,25.69
Ahmedabad,Nagpur,ROAD,703.1,2120.1,MEDIUM,CLEAR,13,3,6,1,0.1357,21.04
Kochi,Jaipur,ROAD,1888.9,91.9,LOW,SNOW,15,4,8,0,0.2741,42.34
Bengaluru,Jaipur,ROAD,1561.5,745.8,LOW,CLEAR,14,0,2,0,0.0828,27.42
Pune,Nagpur,ROAD,620.1,7646.1,MEDIUM,SNOW,17,1,6,0,0.1203,27.73
Chennai,Kochi,RAIL,559.5,844.7,MEDIUM,CLEAR,14,1,8,0,0.2123,9.23
Pune,Ahmedabad,ROAD,518.1,6552.3,LOW,RAIN,18,2,9,1,0.2481,21.75
Nagpur,Guwahati,ROAD,1402.1,2389.5,HIGH,SNOW,5,5,7,0,0.1047,57.27
Mumbai,Lucknow,RAIL,1194.7,298.5,MEDIUM,SNOW,18,4,12,0,0.1893,24.46
Pune,Chennai,RAIL,914.4,771.9,HIGH,CLEAR,14,6,12,0,0.1873,20.57
Mumbai,Kolkata,RAIL,1654.8,939.7,MEDIUM,RAIN,8,2,2,0,0.091,27.31
Guwahati,Nagpur,RAIL,1402.1,349.7,MEDIUM,CLEAR,22,5,1,1,0.0356,24.16
Patna,Surat,ROAD,1348.1,342.5,HIGH,CLEAR,20,1,7,1,0.2048,45.8
Kolkata,Pune,RAIL,1575.4,6688.3,HIGH,SNOW,18,5,10,0,0.0804,46.61
Chennai,Lucknow,ROAD,1532.1,339.4,HIGH,SNOW,19,4,7,0,0.0955,60.76
Delhi,Visakhapatnam,ROAD,1360.9,4000.3,HIGH,CLEAR,10,0,3,1,0.1717,47.21
Lucknow,Bhopal,ROAD,534.5,649.5,MEDIUM,STORM,8,4,7,1,0.0482,23.82
Kochi,Delhi,RAIL,2079.7,1063.4,LOW,CLEAR,7,3,12,2,0.0724,33.55
Bhopal,Mumbai,RAIL,661.4,2152.1,LOW,STORM,19,0,3,2,0.1338,21.44
Bhubaneswar,Lucknow,ROAD,881.6,534.7,HIGH,SNOW,18,5,6,2,0.2635,46.83
Pune,Jaipur,AIR,953.9,2167.8,LOW,STORM,22,3,8,2,0.2317,10.56
Hyderabad,Bhubaneswar,AIR,837.2,94.1,MEDIUM,SNOW,18,4,5,2,0.0953,7.36
Lucknow,Bhopal,ROAD,534.5,1858.7,HIGH,STORM,15,4,1,1,0.0906,28.55
Kolkata,Kochi,RAIL,1906.4,56.7,HIGH,RAIN,7,0,9,1,0.2962,47.37
Guwahati,Bhopal,ROAD,1481.2,835.3,HIGH,CLEAR,7,2,9,1,0.196,60.38
Chennai,Pune,AIR,914.4,3056.7,MEDIUM,CLEAR,12,4,8,0,0.2057,5.18
Lucknow,Nagpur,ROAD,661.4,2314.0,MEDIUM,SNOW,17,2,8,0,0.0165,23.65
Surat,Indore,ROAD,356.5,230.9,HIGH,CLEAR,7,6,8,2,0.0315,18.75
Delhi,Patna,ROAD,853.4,269.5,LOW,STORM,20,2,4,1,0.0883,26.65
Lucknow,Chennai,ROAD,1532.1,479.9,LOW,CLEAR,16,3,1,0,0.2526,25.74
Lucknow,Indore,RAIL,688.7,1371.2,HIGH,SNOW,9,3,12,0,0.2732,18.44
Hyderabad,Kochi,ROAD,862.8,95.7,MEDIUM,CLEAR,19,0,3,0,0.0573,23.14
Bengaluru,Kochi,ROAD,367.7,1079.4,MEDIUM,SNOW,14,5,10,0,0.2143,13.11
Mumbai,Indore,RAIL,509.8,1593.5,LOW,STORM,16,0,7,1,0.2622,11.92
Mumbai,Coimbatore,AIR,997.2,780.8,MEDIUM,CLEAR,10,3,7,1,0.2637,5.49
Lucknow,Surat,RAIL,1037.7,2059.8,HIGH,RAIN,11,6,1,0,0.1376,24.67
Delhi,Mumbai,ROAD,1148.1,1434.4,MEDIUM,CLEAR,0,6,12,0,0.0776,28.98
Guwahati,Indore,ROAD,1650.8,572.5,MEDIUM,SNOW,13,1,7,0,0.2869,49.59
Kolkata,Kochi,ROAD,1906.4,107.4,MEDIUM,SNOW,17,2,10,0,0.083,60.62
Nagpur,Bengaluru,AIR,922.7,1287.0,HIGH,CLEAR,21,3,10,0,0.0758,2.91
Nagpur,Bengaluru,RAIL,922.7,349.4,HIGH,CLEAR,19,4,2,1,0.0617,23.26
Lucknow,Hyderabad,RAIL,1082.1,547.8,MEDIUM,CLEAR,6,1,12,0,0.1598,16.95
Bhubaneswar,Visakhapatnam,AIR,399.0,1948.8,MEDIUM,CLEAR,22,3,8,2,0.0322,8.52
Bengaluru,Surat,ROAD,1042.5,6007.7,LOW,SNOW,7,5,3,1,0.1712,33.2
Kolkata,Guwahati,RAIL,523.8,1047.7,MEDIUM,CLEAR,2,5,7,0,0.2831,10.1
Hyderabad,Bhubaneswar,ROAD,837.2,2132.1,LOW,STORM,17,5,8,0,0.1515,29.69
Bengaluru,Bhopal,ROAD,1144.2,193.8,MEDIUM,STORM,19,6,8,0,0.2896,45.96
Hyderabad,Nagpur,ROAD,422.9,1472.4,MEDIUM,STORM,21,6,4,0,0.2717,16.7
Pune,Delhi,ROAD,1173.0,1020.6,LOW,RAIN,18,3,12,2,0.2377,33.23
Kochi,Ahmedabad,AIR,1507.8,4793.8,LOW,CLEAR,8,6,3,1,0.1824,10.81
Pune,Bhopal,ROAD,643.5,573.3,LOW,SNOW,7,3,6,1,0.2642,20.91
Bhubaneswar,Chennai,AIR,996.3,820.6,LOW,RAIN,4,4,11,1,0.1665,6.44
Kochi,Kolkata,RAIL,1906.4,3907.2,MEDIUM,STORM,14,6,1,2,0.0622,50.74
Coimbatore,Mumbai,RAIL,997.2,982.0,LOW,CLEAR,12,0,5,2,0.2776,20.63
Bengaluru,Patna,AIR,1610.3,289.9,LOW,CLEAR,6,6,6,0,0.1507,3.72
Guwahati,Bhubaneswar,ROAD,887.3,23434.4,HIGH,STORM,12,5,10,0,0.2723,74.29
Indore,Visakhapatnam,ROAD,950.0,300.6,LOW,SNOW,14,6,10,0,0.1179,23.72
Guwahati,Ahmedabad,ROAD,1966.8,1014.7,HIGH,CLEAR,16,5,10,0,0.1007,59.16
Ahmedabad,Bhopal,ROAD,495.7,1662.4,MEDIUM,RAIN,11,1,5,1,0.2298,17.54
Guwahati,Bhopal,AIR,1481.2,1511.9,MEDIUM,CLEAR,9,2,6,0,0.1903,4.28
Bhopal,Hyderabad,ROAD,662.8,873.3,MEDIUM,RAIN,15,0,1,1,0.1319,20.43
Delhi,Pune,ROAD,1173.0,878.6,LOW,CLEAR,16,4,10,0,0.2636,24.93
Jaipur,Patna,ROAD,943.7,827.2,HIGH,CLEAR,8,3,4,1,0.155,40.77
Bengaluru,Jaipur,ROAD,1561.5,287.4,HIGH,CLEAR,1,3,6,0,0.0038,44.31
Coimbatore,Visakhapatnam,RAIL,1002.3,14476.2,LOW,CLEAR,21,5,9,0,0.208,27.79
Pune,Bhubaneswar,ROAD,1270.3,842.2,MEDIUM,CLEAR,17,5,10,2,0.0189,41.5
Kolkata,Mumbai,RAIL,1654.8,2244.7,MEDIUM,CLEAR,7,0,2,0,0.1443,34.13
Bhopal,Patna,RAIL,823.9,733.9,HIGH,CLEAR,14,6,10,1,0.0576,19.34
Jaipur,Ahmedabad,RAIL,540.5,716.4,HIGH,RAIN,14,2,5,2,0.0726,20.0
Delhi,Surat,ROAD,937.9,634.9,LOW,RAIN,6,5,6,0,0.2939,20.65
Visakhapatnam,Hyderabad,RAIL,502.8,170.7,HIGH,RAIN,7,4,2,0,0.034,11.05
Visakhapatnam,Ahmedabad,ROAD,1257.9,904.4,HIGH,CLEAR,21,3,9,0,0.2273,38.31
Patna,Pune,ROAD,1402.5,672.9,MEDIUM,CLEAR,13,1,6,0,0.1912,31.95
Indore,Delhi,RAIL,669.2,4473.1,LOW,SNOW,7,1,2,2,0.0585,20.95
Jaipur,Kochi,RAIL,1888.9,260.9,HIGH,SNOW,17,5,2,2,0.2806,53.9
Surat,Bengaluru,ROAD,1042.5,548.6,MEDIUM,STORM,12,2,9,0,0.0604,35.2
Surat,Ahmedabad,AIR,207.7,373.1,LOW,STORM,15,1,2,1,0.1547,4.12
Chennai,Ahmedabad,ROAD,1371.8,6192.1,HIGH,RAIN,9,0,7,2,0.2372,68.82
Delhi,Coimbatore,RAIL,1956.9,386.3,MEDIUM,SNOW,3,5,9,0,0.2291,38.27
Hyderabad,Coimbatore,AIR,727.1,2153.3,HIGH,CLEAR,7,2,11,0,0.0959,3.94
Lucknow,Ahmedabad,RAIL,945.1,3512.9,MEDIUM,SNOW,22,2,2,2,0.2518,25.73
Chennai,Surat,AIR,1196.8,920.3,LOW,STORM,15,2,4,1,0.2886,7.77
Bengaluru,Guwahati,RAIL,2080.0,210.2,HIGH,SNOW,18,4,2,0,0.1422,47.81
Bhubaneswar,Kolkata,RAIL,364.9,213.4,MEDIUM,CLEAR,1,3,11,0,0.1957,5.85
Ahmedabad,Coimbatore,RAIL,1413.7,3077.0,MEDIUM,CLEAR,17,3,8,0,0.1094,27.95
Bhopal,Bengaluru,RAIL,1144.2,241.6,MEDIUM,CLEAR,12,1,12,1,0.1062,20.93
Surat,Kolkata,ROAD,1609.7,1755.4,LOW,CLEAR,15,2,1,1,0.1409,30.84
Patna,Pune,RAIL,1402.5,1257.9,MEDIUM,SNOW,10,6,9,0,0.0591,25.67
Patna,Mumbai,ROAD,1453.2,1724.3,MEDIUM,RAIN,15,3,1,1,0.2068,41.34
Hyderabad,Visakhapatnam,AIR,502.8,1931.2,HIGH,CLEAR,2,6,2,0,0.0497,2.9
Visakhapatnam,Bhubaneswar,ROAD,399.0,357.7,HIGH,RAIN,3,5,6,1,0.0016,17.02
Ahmedabad,Visakhapatnam,ROAD,1257.9,340.1,MEDIUM,CLEAR,17,4,5,1,0.1318,35.67
Visakhapatnam,Kochi,AIR,1142.8,2586.1,LOW,RAIN,6,3,5,0,0.0229,5.27
Jaipur,Visakhapatnam,ROAD,1278.6,515.3,MEDIUM,CLEAR,0,5,1,0,0.1687,30.63
Bengaluru,Visakhapatnam,ROAD,799.0,40.4,LOW,RAIN,19,0,7,0,0.1561,18.88
Kochi,Bhopal,RAIL,1487.1,2388.7,HIGH,RAIN,8,3,5,1,0.0412,41.91
Mumbai,Bengaluru,ROAD,845.3,316.2,MEDIUM,RAIN,14,4,12,1,0.0738,23.61
Kochi,Coimbatore,ROAD,142.3,1920.9,HIGH,SNOW,18,0,10,0,0.0073,8.83
Mumbai,Indore,ROAD,509.8,5833.6,LOW,CLEAR,17,1,6,3,0.1782,24.39
Kolkata,Coimbatore,ROAD,1766.1,1118.9,LOW,RAIN,3,0,10,2,0.0879,42.85
Indore,Guwahati,ROAD,1650.8,3622.5,HIGH,CLEAR,14,3,7,0,0.2139,50.8
Coimbatore,Chennai,ROAD,427.4,1318.9,MEDIUM,CLEAR,13,3,6,0,0.1889,11.69
Jaipur,Chennai,ROAD,1607.1,7368.1,HIGH,RAIN,10,3,12,1,0.1121,64.11
Bengaluru,Delhi,ROAD,1739.8,306.6,HIGH,RAIN,17,0,8,0,0.0065,59.58
Kolkata,Guwahati,ROAD,523.8,1085.9,MEDIUM,STORM,21,3,6,3,0.096,27.35
Bhubaneswar,Coimbatore,RAIL,1401.3,2459.7,MEDIUM,CLEAR,7,6,7,1,0.0975,33.52
Patna,Coimbatore,RAIL,1835.2,872.6,MEDIUM,SNOW,7,0,10,0,0.0998,35.44
Bengaluru,Bhubaneswar,ROAD,1196.1,4370.6,HIGH,CLEAR,16,5,9,0,0.286,43.67
Ahmedabad,Indore,ROAD,338.4,653.0,HIGH,RAIN,12,1,7,0,0.0494,11.53
Hyderabad,Surat,AIR,727.5,13137.8,LOW,SNOW,17,0,3,0,0.081,14.69
Chennai,Guwahati,RAIL,1882.2,13997.5,MEDIUM,RAIN,7,0,8,0,0.2497,45.16
Visakhapatnam,Bhopal,ROAD,865.7,1538.4,LOW,SNOW,2,0,6,2,0.2775,28.72
Indore,Kolkata,ROAD,1283.1,2128.4,MEDIUM,SNOW,16,2,12,1,0.1405,41.41
Chennai,Patna,ROAD,1481.5,4582.5,HIGH,CLEAR,23,3,11,2,0.162,57.57
Nagpur,Visakhapatnam,AIR,579.2,263.8,HIGH,STORM,6,4,1,0,0.0159,1.92
Jaipur,Nagpur,AIR,723.5,227.1,MEDIUM,STORM,18,0,12,0,0.2424,2.44
Delhi,Lucknow,AIR,417.0,4952.8,LOW,CLEAR,10,4,11,2,0.1784,12.08
Jaipur,Chennai,ROAD,1607.1,1523.5,LOW,CLEAR,1,5,11,0,0.1437,30.01
Chennai,Mumbai,ROAD,1033.1,835.6,LOW,CLEAR,13,0,6,0,0.0908,20.3
Kolkata,Indore,ROAD,1283.1,1111.4,LOW,SNOW,9,4,4,3,0.1331,41.48
Bhubaneswar,Nagpur,ROAD,706.9,62.6,HIGH,STORM,16,0,8,1,0.2206,33.78
Patna,Kochi,ROAD,1976.9,872.5,MEDIUM,SNOW,9,3,11,2,0.0242,73.29
Bengaluru,Guwahati,RAIL,2080.0,444.2,LOW,CLEAR,12,4,6,0,0.152,25.62
Bhubaneswar,Lucknow,ROAD,881.6,3300.0,MEDIUM,CLEAR,7,6,12,1,0.0104,29.09
Bhopal,Visakhapatnam,AIR,865.7,3619.3,LOW,RAIN,18,3,4,0,0.2317,5.93
Bhubaneswar,Patna,ROAD,593.3,2190.8,LOW,CLEAR,20,3,11,0,0.0633,12.78
Patna,Hyderabad,ROAD,1142.6,1762.6,HIGH,CLEAR,11,5,1,0,0.271,38.11
Pune,Visakhapatnam,AIR,993.7,181.9,LOW,CLEAR,11,1,11,2,0.1428,8.69
Surat,Delhi,RAIL,937.9,2227.8,MEDIUM,CLEAR,22,1,12,0,0.1372,15.44
Surat,Bhopal,ROAD,525.7,2333.9,MEDIUM,CLEAR,7,3,9,1,0.1081,19.15
Patna,Coimbatore,RAIL,1835.2,4886.5,LOW,SNOW,17,0,8,2,0.1549,41.01
Kolkata,Nagpur,ROAD,970.1,13930.7,LOW,CLEAR,14,0,5,1,0.1014,34.97
Pune,Coimbatore,ROAD,898.3,143.9,LOW,CLEAR,19,2,11,0,0.108,16.13
Kolkata,Delhi,ROAD,1303.8,688.0,LOW,RAIN,9,1,2,1,0.0587,31.61
Hyderabad,Surat,ROAD,727.5,450.0,HIGH,STORM,9,4,4,0,0.1036,34.41
Chennai,Kochi,RAIL,559.5,1348.9,MEDIUM,SNOW,9,3,2,0,0.2435,13.62
Mumbai,Indore,ROAD,509.8,1114.4,MEDIUM,RAIN,1,3,4,0,0.0737,13.31
Coimbatore,Bhubaneswar,RAIL,1401.3,828.1,LOW,RAIN,7,3,7,1,0.2464,25.99
Delhi,Lucknow,RAIL,417.0,3763.6,HIGH,RAIN,23,0,5,1,0.2584,14.68
Bhubaneswar,Nagpur,ROAD,706.9,292.5,LOW,RAIN,8,2,6,2,0.1999,22.81
Mumbai,Jaipur,ROAD,920.7,314.4,HIGH,CLEAR,1,0,3,0,0.0092,26.48
Kochi,Bhubaneswar,ROAD,1541.8,320.8,LOW,RAIN,9,2,5,0,0.1683,39.83
Pune,Bengaluru,RAIL,735.2,711.7,HIGH,CLEAR,11,4,6,0,0.2499,16.54
Surat,Hyderabad,RAIL,727.5,251.1,LOW,CLEAR,13,6,3,3,0.1097,19.19
Hyderabad,Delhi,RAIL,1255.4,1034.5,LOW,CLEAR,4,2,12,2,0.0848,23.76
Lucknow,Patna,ROAD,440.7,899.1,MEDIUM,CLEAR,17,1,11,3,0.0964,21.54
Lucknow,Kolkata,ROAD,887.0,426.7,LOW,CLEAR,18,4,11,0,0.1269,18.27
Surat,Pune,RAIL,313.6,3129.2,MEDIUM,RAIN,8,6,1,0,0.0211,8.81
Ahmedabad,Visakhapatnam,ROAD,1257.9,1021.1,MEDIUM,CLEAR,17,2,6,1,0.0713,36.7
Surat,Ahmedabad,RAIL,207.7,3925.2,MEDIUM,CLEAR,10,5,10,0,0.1941,6.29
Visakhapatnam,Bengaluru,ROAD,799.0,867.8,LOW,CLEAR,11,2,5,0,0.1417,15.13
Jaipur,Mumbai,ROAD,920.7,1065.3,MEDIUM,CLEAR,20,4,3,0,0.0742,21.83
Ahmedabad,Kolkata,RAIL,1618.9,558.2,LOW,RAIN,19,1,8,0,0.2793,24.6
Bengaluru,Coimbatore,ROAD,228.2,1087.4,HIGH,CLEAR,10,1,1,0,0.0887,7.13
Ahmedabad,Surat,RAIL,207.7,2577.8,MEDIUM,CLEAR,12,6,8,2,0.0388,11.68
Bengaluru,Guwahati,ROAD,2080.0,669.4,MEDIUM,CLEAR,9,2,6,1,0.0598,52.2
Chennai,Kolkata,AIR,1358.4,2042.8,HIGH,CLEAR,13,0,9,1,0.089,8.58
Guwahati,Ahmedabad,AIR,1966.8,413.5,MEDIUM,CLEAR,16,5,9,0,0.1568,4.6
Delhi,Chennai,AIR,1755.8,2726.7,MEDIUM,CLEAR,6,0,7,1,0.0199,8.32
Lucknow,Ahmedabad,RAIL,945.1,546.8,LOW,RAIN,20,0,8,0,0.2565,12.79
Visakhapatnam,Bhopal,RAIL,865.7,3047.3,MEDIUM,STORM,16,5,1,0,0.2632,22.34
Guwahati,Visakhapatnam,RAIL,1286.2,1179.9,LOW,RAIN,6,2,12,0,0.0955,17.02
Bengaluru,Ahmedabad,ROAD,1237.0,6803.2,LOW,CLEAR,18,0,1,0,0.2326,31.41
Chennai,Kochi,ROAD,559.5,274.5,HIGH,CLEAR,17,6,12,2,0.1799,25.36
Ahmedabad,Indore,RAIL,338.4,186.5,LOW,SNOW,9,1,12,2,0.2536,11.47
Bhopal,Hyderabad,ROAD,662.8,523.5,MEDIUM,CLEAR,13,4,9,0,0.0831,15.01
Guwahati,Coimbatore,ROAD,2288.2,208.2,LOW,STORM,18,1,9,1,0.1831,67.92
Kolkata,Jaipur,AIR,1357.8,208.7,MEDIUM,RAIN,21,4,1,0,0.0218,3.35
Chennai,Guwahati,ROAD,1882.2,2312.0,HIGH,CLEAR,9,4,12,0,0.0028,59.44
Hyderabad,Coimbatore,RAIL,727.1,1091.1,LOW,CLEAR,15,5,7,1,0.2624,14.28
Bhubaneswar,Mumbai,RAIL,1361.9,616.7,MEDIUM,STORM,18,2,5,1,0.0884,35.5
Mumbai,Coimbatore,ROAD,997.2,689.3,MEDIUM,STORM,23,4,9,1,0.1336,35.34
Ahmedabad,Coimbatore,AIR,1413.7,535.6,HIGH,SNOW,4,5,7,0,0.0695,3.47
Bengaluru,Visakhapatnam,ROAD,799.0,7946.2,LOW,CLEAR,13,5,5,1,0.263,26.12
Chennai,Hyderabad,AIR,515.2,453.7,MEDIUM,SNOW,19,5,4,0,0.1154,1.59
Coimbatore,Indore,RAIL,1306.5,224.4,MEDIUM,CLEAR,0,2,2,0,0.0537,19.74
Mumbai,Surat,ROAD,232.9,2850.5,MEDIUM,CLEAR,11,3,11,0,0.1824,8.44
Pune,Indore,ROAD,511.2,846.5,LOW,RAIN,14,6,8,0,0.0616,11.19
Coimbatore,Indore,ROAD,1306.5,12664.1,LOW,STORM,13,1,4,0,0.0782,49.77
Indore,Surat,ROAD,356.5,583.2,MEDIUM,CLEAR,16,4,9,0,0.2018,8.93
Delhi,Nagpur,ROAD,851.7,3026.6,LOW,CLEAR,4,5,9,1,0.2878,21.48
Lucknow,Surat,AIR,1037.7,4018.4,MEDIUM,CLEAR,17,3,2,0,0.2264,5.82
Guwahati,Mumbai,ROAD,2086.3,586.6,MEDIUM,CLEAR,9,6,3,0,0.0372,60.38
Jaipur,Mumbai,AIR,920.7,449.7,MEDIUM,CLEAR,18,2,3,2,0.0938,8.59
Surat,Guwahati,ROAD,2001.1,2669.5,LOW,SNOW,11,5,2,2,0.2389,57.01
Surat,Coimbatore,AIR,1211.7,2186.1,LOW,CLEAR,2,4,10,0,0.0825,4.82
Nagpur,Bhopal,ROAD,291.6,201.8,MEDIUM,RAIN,21,0,2,0,0.222,7.75
Chennai,Kochi,ROAD,559.5,283.1,MEDIUM,CLEAR,17,5,10,0,0.1415,15.92
Visakhapatnam,Bengaluru,RAIL,799.0,52.3,HIGH,CLEAR,10,4,7,3,0.2653,24.85
Guwahati,Ahmedabad,ROAD,1966.8,2240.5,MEDIUM,CLEAR,8,1,2,0,0.1077,55.81
Bengaluru,Pune,AIR,735.2,801.0,MEDIUM,CLEAR,14,4,11,0,0.2804,2.41
Visakhapatnam,Mumbai,ROAD,1101.9,902.7,LOW,RAIN,23,3,3,1,0.1222,24.09
Visakhapatnam,Surat,RAIL,1155.7,144.1,HIGH,RAIN,9,6,12,1,0.2179,29.5
Patna,Pune,RAIL,1402.5,293.6,LOW,STORM,21,2,1,0,0.0586,20.76
Ahmedabad,Surat,RAIL,207.7,618.0,LOW,CLEAR,9,1,8,0,0.1592,3.67
Lucknow,Mumbai,ROAD,1194.7,489.4,LOW,RAIN,16,0,4,0,0.093,22.78
Visakhapatnam,Jaipur,ROAD,1278.6,1263.2,LOW,STORM,10,5,7,0,0.0038,32.46
Chennai,Surat,ROAD,1196.8,2208.7,MEDIUM,CLEAR,5,6,11,0,0.1312,31.18
Visakhapatnam,Pune,ROAD,993.7,16706.2,LOW,SNOW,20,4,10,2,0.0517,42.41
Coimbatore,Visakhapatnam,ROAD,1002.3,1070.6,LOW,STORM,7,2,4,1,0.2876,38.02
Nagpur,Kolkata,AIR,970.1,4181.7,LOW,SNOW,21,6,1,1,0.2426,9.96
Pune,Bengaluru,RAIL,735.2,405.1,HIGH,RAIN,6,1,4,1,0.2219,17.69
Bhopal,Surat,RAIL,525.7,146.9,MEDIUM,RAIN,8,4,10,1,0.136,12.6
Delhi,Bhubaneswar,ROAD,1270.2,718.6,HIGH,CLEAR,20,4,7,0,0.0777,36.11
Coimbatore,Ahmedabad,ROAD,1413.7,161.2,HIGH,RAIN,15,5,10,1,0.0973,47.64
Pune,Mumbai,RAIL,120.2,1116.1,HIGH,STORM,7,6,6,0,0.0613,4.71
Delhi,Guwahati,ROAD,1459.4,429.9,MEDIUM,CLEAR,14,2,7,0,0.1656,35.46
Kochi,Jaipur,ROAD,1888.9,105.1,LOW,SNOW,7,0,1,0,0.2434,48.99
Nagpur,Chennai,ROAD,905.3,8806.4,LOW,RAIN,19,1,1,1,0.0562,30.51
Indore,Pune,RAIL,511.2,575.3,LOW,CLEAR,3,5,9,1,0.0014,8.49
Delhi,Coimbatore,AIR,1956.9,153.7,MEDIUM,RAIN,13,2,3,0,0.0377,4.57
Kochi,Hyderabad,ROAD,862.8,3222.2,LOW,SNOW,4,0,5,0,0.1383,22.8
Indore,Bhopal,ROAD,170.1,457.4,LOW,RAIN,16,5,5,2,0.0056,9.09
Kochi,Surat,ROAD,1302.6,4057.0,MEDIUM,SNOW,20,4,8,0,0.121,43.26
Visakhapatnam,Kolkata,ROAD,763.8,454.8,LOW,CLEAR,18,0,12,0,0.0333,14.86
Kolkata,Lucknow,RAIL,887.0,573.0,LOW,STORM,10,4,10,1,0.0323,16.7
Kolkata,Bengaluru,ROAD,1560.7,1658.7,LOW,RAIN,8,4,8,1,0.2138,39.54
Coimbatore,Indore,RAIL,1306.5,2234.7,MEDIUM,SNOW,6,6,11,0,0.2998,25.6
Surat,Kochi,ROAD,1302.6,2757.8,LOW,CLEAR,19,6,7,0,0.0583,30.26
Jaipur,Guwahati,ROAD,1588.0,984.7,LOW,CLEAR,5,6,2,2,0.0689,34.62
Hyderabad,Pune,AIR,505.8,2068.0,LOW,STORM,15,6,6,0,0.0889,3.38
Indore,Hyderabad,ROAD,653.6,2683.2,MEDIUM,CLEAR,10,5,12,2,0.2355,21.88
Kochi,Surat,RAIL,1302.6,1395.0,LOW,CLEAR,23,4,10,1,0.1518,21.27
Mumbai,Nagpur,ROAD,688.0,924.1,LOW,SNOW,13,3,5,2,0.1712,22.25
Bhopal,Guwahati,AIR,1481.2,193.6,HIGH,RAIN,13,5,4,0,0.164,4.06
Guwahati,Mumbai,ROAD,2086.3,2250.7,HIGH,SNOW,20,6,12,0,0.2812,87.35
Hyderabad,Kolkata,ROAD,1181.9,1153.6,LOW,RAIN,21,0,2,0,0.0105,24.19
Hyderabad,Lucknow,RAIL,1082.1,667.6,LOW,STORM,14,0,12,0,0.0474,16.12
Bhubaneswar,Mumbai,ROAD,1361.9,5081.3,LOW,CLEAR,17,3,9,0,0.1146,30.26
Delhi,Visakhapatnam,ROAD,1360.9,197.7,MEDIUM,RAIN,15,2,10,0,0.1464,35.6
Ahmedabad,Indore,AIR,338.4,7886.0,LOW,SNOW,11,3,4,0,0.0342,8.66
Lucknow,Indore,RAIL,688.7,1067.7,HIGH,RAIN,3,2,8,1,0.268,18.32
Kochi,Nagpur,RAIL,1283.0,1605.2,HIGH,CLEAR,16,5,4,0,0.2034,29.56
Bengaluru,Patna,RAIL,1610.3,682.6,MEDIUM,CLEAR,16,6,1,0,0.2797,28.03
Jaipur,Kolkata,AIR,1357.8,148.3,LOW,RAIN,6,1,6,0,0.2822,3.77
Chennai,Surat,AIR,1196.8,927.5,HIGH,SNOW,8,5,12,1,0.1538,6.29
Kochi,Nagpur,RAIL,1283.0,1638.8,MEDIUM,RAIN,16,0,3,0,0.2559,24.04
Indore,Pune,ROAD,511.2,2468.8,MEDIUM,SNOW,7,5,2,1,0.221,23.12
Lucknow,Ahmedabad,ROAD,945.1,864.7,LOW,SNOW,16,4,12,0,0.1082,22.57
Ahmedabad,Lucknow,RAIL,945.1,79.0,MEDIUM,CLEAR,16,4,11,1,0.1972,18.63
Chennai,Mumbai,AIR,1033.1,172.4,HIGH,RAIN,10,3,11,1,0.2858,6.04
Coimbatore,Patna,ROAD,1835.2,12867.0,HIGH,RAIN,8,0,12,1,0.2292,84.68
Indore,Delhi,ROAD,669.2,295.6,MEDIUM,CLEAR,10,5,12,1,0.2128,20.41
Pune,Lucknow,ROAD,1176.7,6078.2,MEDIUM,CLEAR,10,0,12,2,0.0666,40.35
Jaipur,Nagpur,RAIL,723.5,357.5,MEDIUM,RAIN,14,3,12,0,0.2493,12.71
Patna,Delhi,AIR,853.4,881.0,MEDIUM,SNOW,17,1,9,0,0.1169,2.8
Patna,Guwahati,ROAD,663.0,2322.2,HIGH,CLEAR,18,5,4,2,0.1872,33.18
Lucknow,Ahmedabad,RAIL,945.1,409.8,MEDIUM,CLEAR,2,4,6,2,0.2033,20.57
Pune,Mumbai,RAIL,120.2,7410.5,LOW,CLEAR,16,3,5,1,0.1546,12.75
Nagpur,Bhopal,AIR,291.6,1201.0,LOW,SNOW,9,2,7,0,0.0497,1.67
Nagpur,Indore,ROAD,376.4,1906.5,MEDIUM,RAIN,18,5,9,0,0.2092,13.42
Bhopal,Kochi,AIR,1487.1,795.4,HIGH,CLEAR,5,1,3,2,0.0742,9.68
Delhi,Lucknow,RAIL,417.0,2417.4,LOW,STORM,14,5,1,1,0.0796,11.54
Lucknow,Visakhapatnam,RAIL,1044.9,7292.1,LOW,CLEAR,13,6,8,0,0.038,20.0
Indore,Ahmedabad,ROAD,338.4,936.8,HIGH,CLEAR,9,1,12,0,0.186,11.78
Guwahati,Surat,RAIL,2001.1,8739.9,MEDIUM,CLEAR,21,4,11,1,0.0352,45.45
Surat,Chennai,RAIL,1196.8,526.4,LOW,RAIN,6,2,1,1,0.1036,16.95
Pune,Indore,ROAD,511.2,2743.3,LOW,SNOW,7,6,8,3,0.2669,24.52
